timestamp,speed,steering
21940,0.000000,-0.003472
21965,0.000000,-0.004237
21990,0.000000,-0.004237
22015,0.000000,-0.004237
22040,0.000000,-0.004237
22065,0.000000,-0.004619
22090,0.000000,-0.004619
22115,0.000000,-0.003854
22140,0.000000,-0.003472
22165,0.000000,-0.004619
22190,0.000000,-0.003854
22215,0.000000,-0.003854
22240,0.000000,-0.004237
22265,0.000000,-0.003854
22290,0.000000,-0.004237
22315,0.000000,-0.003854
22340,0.000000,-0.003089
22365,0.000000,-0.003854
22390,0.000000,-0.003854
22415,0.000000,-0.003854
22440,0.000000,-0.003854
22465,0.000000,-0.003854
22490,0.000000,-0.004237
22515,0.000000,-0.003854
22540,0.000000,-0.005001
22565,0.000000,-0.003854
22590,0.000000,-0.003854
22615,0.000000,-0.004237
22640,0.000000,-0.004237
22665,0.000000,-0.003854
22690,0.000000,-0.005001
22715,0.000000,-0.003472
22740,0.000000,-0.004619
22765,0.000000,-0.004619
22790,0.000000,-0.003854
22815,0.000000,-0.004237
22840,0.000000,-0.005001
22865,0.000000,-0.004237
22890,0.000000,-0.004619
22915,0.000000,-0.004237
22940,0.000000,-0.003854
22965,0.000000,-0.003089
22990,0.000000,-0.003854
23015,0.000000,-0.003472
23040,0.000000,-0.004237
23065,0.000000,-0.005384
23090,0.000000,-0.003854
23115,0.000000,-0.004237
23140,0.000000,-0.003854
23165,0.000000,-0.003854
23190,0.000000,-0.003472
23215,0.000000,-0.003854
23240,0.000000,-0.003854
23265,0.000000,-0.005001
23290,0.000000,-0.004619
23315,0.000000,-0.004237
23340,0.000000,-0.004619
23365,0.000000,-0.003472
23390,0.000000,-0.004619
23415,0.000000,-0.004619
23440,0.000000,-0.003472
23465,0.000000,-0.003472
23490,0.000000,-0.004237
23515,0.000000,-0.004237
23540,0.000000,-0.004237
23565,0.000000,-0.004619
23590,0.000000,-0.004237
23615,0.000000,-0.003472
23640,0.000000,-0.003472
23665,0.000000,-0.003472
23690,0.000000,-0.003472
23715,0.000000,-0.002707
23740,0.000000,-0.002707
23765,0.000000,-0.003854
23790,0.000000,-0.004619
23815,0.000000,-0.003854
23840,0.000000,-0.005766
23865,0.000000,-0.003472
23890,0.000000,-0.004237
23915,0.000000,-0.004619
23940,0.000000,-0.003854
23965,0.000000,-0.003854
23990,0.000000,-0.006149
24015,0.000000,-0.003854
24040,0.000000,-0.003472
24065,0.000000,-0.003854
24090,0.000000,-0.004237
24115,0.000000,-0.004237
24140,0.000000,-0.004237
24165,0.000000,-0.004237
24190,0.000000,-0.004619
24215,0.000000,-0.003854
24240,0.019726,-0.004237
24265,0.000000,-0.003854
24290,0.000000,-0.004619
24315,0.000000,-0.004237
24340,0.000000,-0.003854
24365,0.019726,-0.004619
24390,0.000000,-0.003854
24415,0.019726,-0.003472
24440,0.000000,-0.003854
24465,0.019726,-0.004237
24490,0.019726,-0.003854
24515,0.019726,-0.004619
24540,0.039453,-0.002707
24565,0.039453,-0.004237
24590,0.039453,-0.003854
24615,0.078905,-0.003854
24640,0.078905,-0.004237
24665,0.098631,-0.005766
24690,0.138084,-0.003472
24715,0.138084,-0.006149
24740,0.157810,-0.003472
24765,0.177537,-0.004237
24790,0.197263,-0.004237
24815,0.197263,-0.003472
24840,0.236716,-0.003089
24865,0.256442,-0.003472
24890,0.256442,-0.003472
24915,0.295895,-0.003472
24940,0.295895,-0.003854
24965,0.315621,-0.003472
24990,0.335347,-0.003854
25015,0.374800,-0.003854
25040,0.374800,-0.003472
25065,0.394526,-0.002707
25090,0.414252,-0.003854
25115,0.433979,-0.003089
25140,0.453705,-0.004237
25165,0.453705,-0.003472
25190,0.493157,-0.003089
25215,0.512884,-0.004619
25240,0.532610,-0.002707
25265,0.532610,-0.002707
25290,0.572063,-0.002324
25315,0.591789,-0.003089
25340,0.591789,-0.002707
25365,0.631242,-0.001942
25390,0.631242,-0.002707
25415,0.670694,-0.002324
25440,0.690420,-0.001942
25465,0.710147,-0.002707
25490,0.729873,-0.000412
25515,0.749599,-0.000795
25540,0.769326,-0.000795
25565,0.769326,-0.001942
25590,0.808778,-0.002707
25615,0.828505,-0.001177
25640,0.848231,-0.001560
25665,0.867957,-0.000795
25690,0.887683,-0.000412
25715,0.927136,0.000353
25740,0.907410,-0.001560
25765,0.966589,0.001118
25790,0.966589,-0.000030
25815,0.986315,-0.000030
25840,1.006041,-0.000412
25865,1.025768,-0.000030
25890,1.045494,-0.000412
25915,1.065220,-0.000412
25940,1.084947,0.000735
25965,1.104673,0.000735
25990,1.104673,0.000735
26015,1.144125,0.000735
26040,1.144125,-0.000412
26065,1.163852,0.000353
26090,1.183578,0.000735
26115,1.203304,-0.000030
26140,1.223031,0.000353
26165,1.242757,0.000735
26190,1.262483,0.000353
26215,1.282210,0.001500
26240,1.282210,0.001118
26265,1.321662,0.000735
26290,1.321662,0.000353
26315,1.321662,0.000353
26340,1.380841,-0.000030
26365,1.380841,0.000353
26390,1.380841,-0.000412
26415,1.400567,0.001500
26440,1.420294,-0.000795
26465,1.420294,-0.001560
26490,1.459746,0.000735
26515,1.459746,0.000353
26540,1.479472,-0.000030
26565,1.499199,0.000353
26590,1.518925,0.000353
26615,1.538651,-0.000412
26640,1.558378,-0.000030
26665,1.578104,-0.000030
26690,1.578104,-0.000412
26715,1.597830,-0.000030
26740,1.617557,0.000735
26765,1.637283,0.000353
26790,1.637283,0.000735
26815,1.657009,0.001118
26840,1.696462,0.000735
26865,1.735914,0.000353
26890,1.795093,0.000353
26915,1.775367,-0.000030
26940,1.775367,0.001118
26965,1.814820,0.001500
26990,1.834546,0.000735
27015,1.854272,0.001500
27040,1.893725,0.001882
27065,1.854272,0.001500
27090,1.893725,0.001500
27115,1.893725,0.001500
27140,1.933177,0.001118
27165,1.933177,0.001882
27190,1.952904,0.001882
27215,1.972630,0.001882
27240,1.992356,0.001882
27265,1.972630,0.002647
27290,1.972630,0.002647
27315,1.992356,0.002647
27340,2.012083,0.001118
27365,2.031809,0.002265
27390,2.051535,0.002265
27415,2.051535,0.001500
27440,2.071261,0.002265
27465,2.071261,0.002265
27490,2.110714,0.002647
27515,2.130440,0.003030
27540,2.150167,0.002265
27565,2.130440,0.003030
27590,2.189619,0.002647
27615,2.150167,0.003030
27640,2.169893,0.002647
27665,2.169893,0.003030
27690,2.229072,0.002647
27715,2.229072,0.003030
27740,2.268524,0.002265
27765,2.268524,0.003030
27790,2.268524,0.001118
27815,2.268524,0.003030
27840,2.288251,0.002647
27865,2.347430,0.002647
27890,2.307977,0.003030
27915,2.347430,0.003030
27940,2.367156,0.002647
27965,2.386882,0.003030
27990,2.406609,0.003412
28015,2.367156,0.003412
28040,2.426335,0.003795
28065,2.465787,0.003795
28090,2.465787,0.003795
28115,2.465787,0.004560
28140,2.505240,0.003412
28165,2.446061,0.003795
28190,2.485514,0.003412
28215,2.544693,0.003795
28240,2.524966,0.004177
28265,2.544693,0.003412
28290,2.544693,0.003795
28315,2.564419,0.004177
28340,2.584145,0.003795
28365,2.584145,0.004560
28390,2.623598,0.006472
28415,2.603872,0.004560
28440,2.643324,0.004560
28465,2.623598,0.004942
28490,2.643324,0.004177
28515,2.682777,0.004177
28540,2.682777,0.004560
28565,2.702503,0.004560
28590,2.722229,0.003412
28615,2.722229,0.003795
28640,2.761682,0.004942
28665,2.761682,0.004560
28690,2.741956,0.004560
28715,2.801135,0.004560
28740,2.761682,0.004560
28765,2.781408,0.004942
28790,2.781408,0.004560
28815,2.840587,0.004560
28840,2.860313,0.004942
28865,2.820861,0.004177
28890,2.860313,0.004177
28915,2.880040,0.004560
28940,2.899766,0.005324
28965,2.880040,0.006089
28990,2.919492,0.004560
29015,2.939219,0.005324
29040,2.958945,0.004942
29065,2.958945,0.004942
29090,2.939219,0.004177
29115,2.978671,0.004942
29140,2.978671,0.004560
29165,2.998398,0.004177
29190,2.998398,0.004177
29215,3.018124,0.003795
29240,3.037850,0.003030
29265,3.037850,0.003412
29290,3.018124,0.002647
29315,3.057576,0.002265
29340,3.077303,0.002265
29365,3.116755,0.002647
29390,3.097029,0.001882
29415,3.077303,0.003030
29440,3.136482,0.002265
29465,3.097029,0.002265
29490,3.156208,0.003030
29515,3.156208,0.003030
29540,3.175934,0.003412
29565,3.175934,0.003795
29590,3.195661,0.003030
29615,3.156208,0.004560
29640,3.215387,0.004177
29665,3.235113,0.004177
29690,3.235113,0.003412
29715,3.254839,0.003030
29740,3.215387,0.003795
29765,3.254839,0.003412
29790,3.254839,0.003030
29815,3.254839,0.003030
29840,3.274566,0.001882
29865,3.294292,0.002647
29890,3.235113,0.003412
29915,3.294292,0.002265
29940,3.294292,0.002265
29965,3.314018,0.001500
29990,3.314018,0.002265
30015,3.353471,0.002265
30040,3.333745,0.001500
30065,3.314018,0.003030
30090,3.333745,0.004177
30115,3.353471,0.002647
30140,3.412650,0.003412
30165,3.392924,0.003795
30190,3.412650,0.004177
30215,3.314018,0.004942
30240,3.392924,0.005324
30265,3.412650,0.005324
30290,3.412650,0.006472
30315,3.353471,0.006089
30340,3.452102,0.006089
30365,3.333745,0.007237
30390,3.412650,0.008001
30415,3.412650,0.008766
30440,3.452102,0.009149
30465,3.432376,0.009914
30490,3.432376,0.010679
30515,3.373197,0.011826
30540,3.432376,0.012208
30565,3.452102,0.013356
30590,3.432376,0.013356
30615,3.432376,0.014121
30640,3.432376,0.014885
30665,3.491555,0.015268
30690,3.432376,0.014885
30715,3.373197,0.015268
30740,3.373197,0.014503
30765,3.491555,0.014885
30790,3.432376,0.014885
30815,3.412650,0.014885
